"sentiment","hate_speech","language","content"
"pos","none","german","Vielen Dank für die schnelle Lieferung des tollen Produkts. 
Ich habe gestern und heute mein BMW G30 mit 22,4kg davon versehen und bin hellauf begeistert nach der ersten Probefahrt. Was sich schon mal gebessert hat, die Außengeräusche. Man nimmt eher die tiefen Töne des Wagens war da die hohen etwas fehlen. Die Türen klingen beim Klopfen wie bei einem Panzerwagen und sind auch fühlbar schwerer geworden beim Öffnen und Schließen. Auch der Kofferraum öffnet nun langsamer da auch er gut und gerne 2kg bekommen hat. 
Geruch habe ich beim Verbauen \"nicht\" wahrgenommen. Die Temperatur am ersten Tag war eher wärmer, so ca. 22-26C°. 

Das Hifi-System klingt jetzt einfach nur klar wie Wasser. Er hat kein Harman-Cardon oder größeres System und ist mit seinen 250Wattt nicht gerade stark bestückt. Jetzt kann ich auch dank der beiden Emphaser-Subwoofer, lauter hören, als ich möchte und muß die Lautstärke auch nicht mehr so stark anheben, da der Wagen nun \"noch\" leiser wurde.

Ein paar Tipps:
1. Immer Handschuhe tragen. Es ist sehr scharfkantig und fettige Finger müssen nicht der Klebefähigkeit schaden. Wobei die Matten kleben wie der Teufel und sich schön andrücken lassen. 
2. Benutzt so große Stücke wie möglich, aber so klein wie nötig. Je kleiner, desto mehr Arbeit hat man damit. Größer macht Schwierigkeiten beim Anbringen in engen Stellen. Ca. 10x20cm hat gut funktioniert.
3. Auch Matten auf andere Matten ist möglich und in den Türen habe ich Bewusst überall noch 2 mal 25x15cm drüber geklebt.
4. Plant für ein Auto 2 Tage á 5 Stunden ein. Es ist richtig Arbeit mit Muskelkater und allem was noch dazu gehört und schaut aufs Wetter. Ich stand in der Garage, aber bei einsetzendem Regen dachte ich mir, das sollte man mal erwähnen.
5. Wenn ich es wieder tun würde, würde ich in der Reihenfolge vorgehen, alle 4 Türen, die Hutablage, Kofferraumdeckel und Radläufe hinten.
6. Ihr müsst ab und an mal über Kopf arbeiten, das kann unangenehm sein (Hutablage).
7. Ich habe 2,5kg in den hinteren Türen, teilweise doppellagig, 3,2kg in den Vorderen und der Kofferraum + Hutablage bekam ca. 10kg komplett.
8. Arbeitet, wenn Ihr nicht wisst, ob es reicht, beidseitig. Immer nachdem ein Teil angebracht ist, auf der anderen Seite auch eins. Falls es am Schluss nicht mehr reicht, war es zumindest symmetrisch verteilt. 
9. Überklebt keine Lüftungsschlitze, Schrauben oder Bolzen.
10. Bei dem BMW waren in den Türen, den hinteren Radläufen und den Seitenwänden schon Matten ab Werk. Hier hat sich BMW wohl was dabei gedacht und da sollte  man auch mehr platzieren, als an anderen Stellen. 

Hier mal meine Bilder und vereinzelte Videos.
https://photos.app.goo.gl/tYefbWi3kagRMuKt6

Vielen Dank an die Firma Reckhorn für das tolle Produkt. 
Ich würde ja gerne noch mehr bestellen, aber der Wagen ist voll und mir fallen nach 22Kg auch keine Stellen mehr ein. Beim nächsten Wagen sehen wir uns ganz sicher wieder.

Grüße Manuel



EDIT: Nach nun 2 halbstündigen Testfahrten, das macht echt Spaß, was da mit 90€ + 10h Arbeit bei raus kommt. Nachdem ich das letzte Lied gehört habe \"Beat It\" wusste ich, jetzt macht die Hifi-Anlage richtig guten Job. Jeder weiß wie Michael Jacksons Lieder klingen müssen und das tun sie in dem Auto nun richtig gut.

Abschluss Tipp noch: Kauft es nicht bei Amazon sondern beim Hersteller selbst. Es kostet weniger und Amazon verdient nicht mit.

EDIT2: Gestern Abend war ich noch mal 250km Unterwegs und konnte auf der recht leeren Autobahn testen, wie sich die Geräuschkulisse bei >250km/h verhält. Da findet sich der große Vorteil. Denn innerorts fällt es auf, aber nicht so deutlich wie bei hohen Geschwindigkeiten. Ich denke man kann sich sogar da auch sehr unterhalten. Musik hören klappte wunderbar."
"neu","none","german","Kunst und Rede gehen nach Brot."
"neg","off","german","Entweder Jung ist wirklich so dumm oder er wird gut bezahlt für das was er von sich gibt,erbärmlich."
"neg","hate","english","No homo"
"neu","none","german","Ich habe ein Hund Diva  ich bin Türke ein Mädchen"
"pos","none","english","Hello LeonKen B . I hope you are well and safety. 👋🏻
This video was very good and I liked it, I hope you always continue with strength to review successfully. 👌🏻"
"pos","none","german","Lul danke"
"neu","none","german","#sagkeks geh mal in einem einkaufsladen und tu so als wenn du was klaust"
"neu","none","german","Hab mal 18 in einer Runde gefunden"
"neg","none","german","Das alles kam doch nur zu stande, weil Israel die Wehrung den Doller nciht mehr an erkannte, wenn du es dir nicht so nehmen kannst, mach ihn dir zum feind, und das rechtfertigt dann das du es dir nimmst, ohne den Sagasmus würden den Soldaten klar werden das sie mehr mit dem Israilischen Volk gemeinsam haben, wie mit den korrupten Politiker die sie in den Krieg schickt "
"neu","none","english","Ohfluffysheepxx <br>I&#39;m just a guy with an controller..."
"neu","none","german","@Jimmy M. deswegen lass ich mit unter bei Serien zB (Sitcoms) gern den englischen Untertitel mitlaufen. Ist manchmal interessant, dass im englischen die Figur was komplett anderes sagt. Weil hier werden in der dt. Synchro oft Namen angesprochen, die eher in die eigenen Gefilde passen, die dort so gut wie unbekannt sind, die in derem Umfeld gar nicht reinpassen würden. Gut, mit manchen Namen würde unsereins net viel anfangen können aber wie gesagt trotzdem interessant, wie sich die Übersetzung bei uns von den originalen Sätzen und Namen oder Orten komplett unterscheidet. Manchmal ist auch der komplette Satz anders. hier mal aus meiner Lieblingsserie Fresh Prince of Bel Air ein Ausschnitt, um zu verdeutlichen was ich meine:<br><br>Will: Yo, G, G. I always wondered what y&#39;all<br>be doing at them joints.<br><br>What is it,<br>like reminiscing about Mr. French?<br><br>Geoffrey: Actually, we&#39;ll be reminiscing<br>about Benson.<br><br>It&#39;s the Black Butlers&#39; Convention.<br>This year&#39;s theme is...<br>&quot;Get It Your Own Damn Self.&quot;<br><br>Will: Ich hab mich immer schon gefragt, was da so läuft.<br>Quatscht ihr über Weiber und sauft?<br><br>Geoffrey: Oh nein Master William, wir sprechen über Mord und Folter. Und dabei überlegen wir verschiedene Methoden. Das diesjährige Thema ist: &quot;Ist Strichnyn im Tee immer tödlich?&quot;<br><br>Krass, wie hier dt. Synchro und Original auseinandergehen."
"neu","none","german","erster"
"pos","none","german","ich finde dieser Herr Claus weselsky Sehr gut mensch für seine aufgaben der Sie vertreten.
die Lokomotiv-führer haben auch grosse verantwortung und ich denke die haben verdient gute bezahlung für den verantwortung die Sie übernehmen haben !!! und zwar mehr menschen zu transportieren als jede aroganten piloten... A'C'Ouafi
"
"neu","none","german","Karlos Das Schwarze Einhorn<br>Später ist es in meinem neuen TP drin c:"
"neg","none","german","7:53 \"Du Hässlicher Pole\" alles klar wahrscheinlich macht er auf Türke und flamed dann einen Herren der Definitiv Älter ist. Respekt kennt der schonmal nicht"
"neg","none","german","Die Überschrift ist extrem Assi. Er ist auf der Suche aber sicherlich kein Teufel"
"neu","none","german","Frrreeedi"
"pos","none","german","guata track! :)"
"pos","none","german","Sehr schön meda"
"pos","none","german","cool ich freu mich schon wie gesagt auf den Film :) "
"neu","none","german","ach quatsch! sind alle von mir, haben sich die millionen anderen geklaut! :-D xD"
"pos","none","german","Hallo Thomas ich hatte gerne ein Geburtstagsvidio mit Namen Majleen meine Enkelin danke 😊"
"pos","none","german","Jim Knopf !!!!!!! Schau Mall bei mir vorbei^^ Abo hast du bester ❤❤"
"neg","off","german","Einfach erbärmlich, solche Menschen"
"neu","none","german","Es ist ja fast schändlich wie wenig du gesehen hast :D auf jeden fall musst du die magierakademie von winterfeste besuchen! Und nur rein aus interesse, castest du die flammenzauber mit absicht nur so abgehackt? xD"
"neg","off","german","Nutzlose Esser nennen die uns was sind die für Reden Geld Haus Urlaub Auto diese Monster"
"neu","none","german","@E KPunktL du musst ihn mit deinem Twink anlooten und nach 7min wird der Shugo dann für deinen Main frei."
"neg","none","english","This makes me feel like an idiot, but I don't get you humans. Not at all."
"pos","none","english","nice video
"
"pos","none","german","schöne Boxen, besonders die schwarze sieht sehr edel aus...  :-))"
"neg","none","german","Welche Daten Habe ich denn Geklaut?, Aber wenn  du schon hier mit so Anschuldigungen kommst dann bist zu feige und erstellst dir extra ein Profil um hier zu schreiben. Wenn habe ich denn Beklaut? bzw was habe ich geklaut?<br>Also dann bring mir Beweis was ich geklaut habe?"
"neg","none","german","@Lord junior ach fast das selbe aber dieser Moment wenn ich irgendwo ihn gold bin von den Gegnern her :("
"pos","none","german","Bist ein guter Junge Tim!"
"neu","none","german","Diggi ich leb immernoch und hab noch drei Vaults gefunden nur leider aufm Heimweg wurde mir der Stuff abgenommen. Bzw kam ich nach Hause und da hat schon einer auf mich gewartet. Bin gestorben weil ich Taucheranzug an hatte. Russian Mafia soll ruhig kommen ich hab doch ihren 200er 100%imprint Giga. ^^😅"
"pos","none","german","Das ist ja furchtbar...Heulen vorprogrammiert :o)
Hätte da mal so einen kostengünstigen Vorschlag...Du sprichst das Buch ein und ich höre es mir dann an...Du liest sooooo schön vor!!!
Grüßchen meine Gute!"
"pos","none","german","DANKE!"
"neg","off","german","Kann es sein das du dumm bist oder sowie Sebastian?"
"neg","off","english","idiots, its lets play fifa street, episode 4."
"neg","none","german","das zeug würde kein hippie runterbekommen :D"
"neg","off","german","Carson Heli Indem man fährt wie ein Idiot"
"neg","none","german","@Peter Steffan für den Sarkasmus bekommst du einen Daumen hoch. Leute, wartet nicht bis jemand kommt und euch sagt was ihr tun sollt. Ihr müsst selbst aktiv werden. Ihr müsst lernen in anderen Dimensionen zu denken. Euer sauer verdientes Häuschen im Grünen wird euer Leben nicht retten. Ganz Mitteleuropa könnte zum Schlachtfeld werden. Angriffe mit Giftgas und Mini-Atombomben sind vor allen über Mittel- und Nordeuropa am Wahrscheinlichsten. Das heißt: Bereitet euch auf lange Fluchtwege vor. Und diese führen nicht über Autobahnen. Denn die sind dann dem Militär vorbehalten. Bildet Gruppen, so ca. 10 Leute. Nicht zu klein und nicht zu groß für ein zügiges Vorankommen. Lasst euch nicht evakuieren. Dann seid ihr am Arsch. Kein Vertrauen in Staatliche Hilfe. Denn dem Staat ist es scheiß egal, ob du lebst, oder tot bist. Bildet Gruppen und versucht Euch nach Südeuropa durch zu schlagen, so weit es geht. Dabei ist es nicht wichtig einen Pullover zu wenig dabei zu haben. Das überlebst du. Aber zu wenig Essen und Trinken dabei zu haben, das könntest du nicht überleben."
"neu","none","english","calisa03 Lonely together"
"pos","none","english","This is such a great edit and you did such a great work❤❤"
"neg","off","german","Wow Verräter 😂"
"pos","none","german","\"nicht schön aber hässlich\" 😂👌cooles Projekt und Video"
"pos","none","german","War ja ein recht eindeutiges Ding. Gut gekämpft Tobi...und das ohne Wie-Shu ;)"
"pos","none","german","Tolles Video!! Leute Buddhy ist ein Schweizer und spricht hier Deutsch, er hat keine Behinderung!!! LG Werny"
"neg","hate","german","Deggah mach dir mal lieber Gedanken um dich selbst du siehst aus wie der größte Homo du Kanarienvogel"
"neg","none","german","_\"Das Volk würde liebend gern den Banken wieder zu dem Ansehen verhelfen, dass sie einmal hatten als man sie noch Geldverleiher nannte. Als es noch ein dreckiges Handwerk war, dass ein ehrbarer Christ gar nicht ausüben wollte, als die Ackermänner den Dienstboteneingang nehmen mussten anstatt als Fußvolk der Herrschenden an der Tafel zu sitzen.\"_
Ach du Scheiße! O_O"
"neu","none","german","Wenn der SuperGau wirklich eintritt, welcher Spezialist (Branche) kommt denn dann ins Spiel?
neuwertige Alutür mit Automatic-5-fach Verriegelung, wirklich Vertrauen habe ich in die Mechanik ja nicht."
"neg","none","german","Verfolgung als Kriminelle macht Kiffer psychisch Krank. Die Repression trifft besonders Jugendliche. Die Geschichte vom niedrigeren IQ halte ich für ein Märchen."
"neu","none","german","Kommt da noch ein Part? :D"
"pos","none","english","Pure Magic!"
"pos","none","german","Danke viel mal :D"
"neg","off","german","Trafalgar D. Water Law Also ich hab ehrlich keine Ahnung, wer das sein soll aber das einzige was ich getan habe war Zeremonienlanze zu googlen und das Bild was mir meiner Meinung nach am geeignetsten erschien auszuwählen und mit einem Text zu Versehen, denn manchmal ist ein Thumbnail auch einfach nur ein Thumbnail. Auf dem Bild ist eine Lichtschuppenlanze zu sehen... was auch immer du für ein Video erwartet hast wäre in dem Moment sowieso nicht eindeutig und hätte dich gezwungen den Titel zu lesen. Erbärmlich finde ich es wenn man sich über ein Thumbnail aufregt nur weil man zu faul is den Titel zu lesen und noch erbärmlicher wenn man diesen Unfug auch noch als Kommentar verfasst."
"pos","none","german","😳Gott sei Dank ein stummer Gesang 😅!<br><br>Danke 🥰"
"neu","none","german","ByRxpez les meine Antwort auf dein Kommentar unterm Video Tipps und Tricks 2 dann brauchst du nicht 3 mal das selbe kommentieren ^^"
"pos","none","german","Alles Jude zum Geburtstag 





Wer boostet?"
"pos","none","german","Danke für deine Tipps. Verrücktes Ziel Setzen und dann Gehen Lassen, das werde ich echt mal ausprobieren. 😀"
"pos","hate","english","Thanks, it would never come out like that without you, no homo! 🔥🖤"
"neu","none","english","they made a 2010 version that still uses roland GM patches???

well, I guess I'd bitch for it not sounding like Raptor if they changed it lol."
